Period Start Date,Period End Date,Total Payable,Currency,Transaction Key,Transaction Posted Timestamp,Transaction Type,Transaction Description,Customer Order #,Customer Order line #,Purchase Order #,Purchase Order line #,Amount,Amount Type,Ship Qty,Commission Rate,Base Commission Rate,Transaction Reason Description,Partner Item Id,Partner GTIN,Partner Item Name,Product Tax Code,Ship to State,Ship to City,Ship to Zipcode,Contract Category,Product Type,Commission Rule,Shipping Method,Fulfillment Type,Fulfillment Details,Original Commission,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings Program,Campaign Id,Item Condition,Original charge,Charge Savings,Incentive Program Name,Ship to country,Store Id
"",,,,2026_07_17_931983,07/16/2026,Sale,Purchase,200015079993821,17,129119899266932,17,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Killen,35645,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_19_1287374,07/18/2026,Sale,Purchase,200015079851802,35,129120015867963,35,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,FL,Tallahassee,32303,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_19_1287374,07/18/2026,Sale,Purchase,200015079851802,35,129120015867963,35,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,FL,Tallahassee,32303,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_19_1313659,07/18/2026,Adjustment,WFS Fulfillment fee,200015079851802,35,129120015867963,35,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,FL,Tallahassee,32303,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_116833,07/24/2026,Adjustment,WFS Fulfillment fee,200015079003955,7,129120438959693,7,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MO,Willow Springs,65793,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_116834,07/24/2026,Sale,Purchase,200015079003955,7,129120438959693,7,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MO,Willow Springs,65793,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_116834,07/24/2026,Sale,Purchase,200015079003955,7,129120438959693,7,0.71,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MO,Willow Springs,65793,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_116834,07/24/2026,Sale,Purchase,200015079003955,7,129120438959693,7,-0.71,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MO,Willow Springs,65793,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_116834,07/24/2026,Sale,Purchase,200015079003955,7,129120438959693,7,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,MO,Willow Springs,65793,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_14_1993316,07/13/2026,Adjustment,WFS Fulfillment fee,200015078926396,2,129119586195781,2,-3.45,Fee/Reimbursement,,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,PA,Greentown,18426,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_14_1993317,07/13/2026,Sale,Purchase,200015078926396,2,129119586195781,2,11.99,Product Price,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,PA,Greentown,18426,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1993317,07/13/2026,Sale,Purchase,200015078926396,2,129119586195781,2,-1.80,Commission on Product,1,15.00,15.00,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,PA,Greentown,18426,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_16_952111,07/15/2026,Adjustment,WFS Fulfillment fee,200015078041532,5,129119794006877,5,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NJ,Cedar Grove,07009,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_16_952112,07/15/2026,Sale,Purchase,200015078041532,5,129119794006877,5,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NJ,Cedar Grove,07009,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_952112,07/15/2026,Sale,Purchase,200015078041532,5,129119794006877,5,0.86,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NJ,Cedar Grove,07009,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_952112,07/15/2026,Sale,Purchase,200015078041532,5,129119794006877,5,-0.86,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NJ,Cedar Grove,07009,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_16_952112,07/15/2026,Sale,Purchase,200015078041532,5,129119794006877,5,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,NJ,Cedar Grove,07009,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace standard,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_12_287767,07/11/2026,Adjustment,WFS Fulfillment fee,200015076668497,11,119119352344732,11,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Rancho Cucamonga,91739,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_12_287768,07/11/2026,Sale,Purchase,200015076668497,11,119119352344732,11,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Rancho Cucamonga,91739,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_287768,07/11/2026,Sale,Purchase,200015076668497,11,119119352344732,11,0.93,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Rancho Cucamonga,91739,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_287768,07/11/2026,Sale,Purchase,200015076668497,11,119119352344732,11,-0.93,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Rancho Cucamonga,91739,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_12_287768,07/11/2026,Sale,Purchase,200015076668497,11,119119352344732,11,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,CA,Rancho Cucamonga,91739,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_15_917024,07/14/2026,Sale,Purchase,200015076428883,1,129119687102063,1,11.99,Product Price,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,KS,Goddard,67052,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_917024,07/14/2026,Sale,Purchase,200015076428883,1,129119687102063,1,1.02,Product tax,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,KS,Goddard,67052,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_917024,07/14/2026,Sale,Purchase,200015076428883,1,129119687102063,1,-1.02,Product tax withheld,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,KS,Goddard,67052,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_917024,07/14/2026,Sale,Purchase,200015076428883,1,129119687102063,1,-1.80,Commission on Product,1,15.00,15.00,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,KS,Goddard,67052,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_15_961672,07/14/2026,Adjustment,WFS Fulfillment fee,200015076428883,1,129119687102063,1,-3.45,Fee/Reimbursement,,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,KS,Goddard,67052,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_14_2398312,07/13/2026,Adjustment,WFS Fulfillment fee,200015076351258,3,129119687289472,3,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NE,Imperial,69033,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_14_2398313,07/13/2026,Sale,Purchase,200015076351258,3,129119687289472,3,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NE,Imperial,69033,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_2398313,07/13/2026,Sale,Purchase,200015076351258,3,129119687289472,3,0.78,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NE,Imperial,69033,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_2398313,07/13/2026,Sale,Purchase,200015076351258,3,129119687289472,3,-0.78,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NE,Imperial,69033,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_2398313,07/13/2026,Sale,Purchase,200015076351258,3,129119687289472,3,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,NE,Imperial,69033,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_20_1218800,07/19/2026,Adjustment,WFS Fulfillment fee,200015076039355,1,129120121660375,1,-3.45,Fee/Reimbursement,,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,MN,Fridley,55432,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_20_1218801,07/19/2026,Sale,Purchase,200015076039355,1,129120121660375,1,12.99,Product Price,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,MN,Fridley,55432,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1218801,07/19/2026,Sale,Purchase,200015076039355,1,129120121660375,1,1.05,Product tax,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,MN,Fridley,55432,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1218801,07/19/2026,Sale,Purchase,200015076039355,1,129120121660375,1,-1.05,Product tax withheld,1,,,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,MN,Fridley,55432,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_20_1218801,07/19/2026,Sale,Purchase,200015076039355,1,129120121660375,1,-1.95,Commission on Product,1,15.00,15.00,,CL-87X7-EMNW,00794302517334,Premium Elastic Bandage Wrap - 4 Pack + 12 Extra Clips - Durable Compression Bandage (2X - 3 inch 2X - 4 inch Rolls) Stretches up to 15ft in Length,2038723,MN,Fridley,55432,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_22_1461116,07/21/2026,Sale,Purchase,200015075411761,1,129120230140803,1,13.99,Product Price,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,NE,Alliance,69301,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1461116,07/21/2026,Sale,Purchase,200015075411761,1,129120230140803,1,0.98,Product tax,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,NE,Alliance,69301,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1461116,07/21/2026,Sale,Purchase,200015075411761,1,129120230140803,1,-0.98,Product tax withheld,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,NE,Alliance,69301,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_22_1461116,07/21/2026,Sale,Purchase,200015075411761,1,129120230140803,1,-2.10,Commission on Product,1,15.00,15.00,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,NE,Alliance,69301,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.10,,0.00,,,,,,,,USA,
"",,,,2026_07_22_1478674,07/21/2026,Adjustment,WFS Fulfillment fee,200015075411761,1,129120230140803,1,-4.95,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,NE,Alliance,69301,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_21_1300229,07/20/2026,Sale,Purchase,200015075410619,2,129120227710263,2,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IL,Galesburg,61401,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1300229,07/20/2026,Sale,Purchase,200015075410619,2,129120227710263,2,0.12,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IL,Galesburg,61401,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1300229,07/20/2026,Sale,Purchase,200015075410619,2,129120227710263,2,-0.12,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IL,Galesburg,61401,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1300229,07/20/2026,Sale,Purchase,200015075410619,2,129120227710263,2,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IL,Galesburg,61401,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_21_1330773,07/20/2026,Adjustment,WFS Fulfillment fee,200015075410619,2,129120227710263,2,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,IL,Galesburg,61401,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_17_1773719,07/16/2026,Adjustment,WFS Fulfillment fee,200015075243805,3,129119899182206,3,-4.95,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IL,Downers Grove,60516,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_17_1773720,07/16/2026,Sale,Purchase,200015075243805,3,129119899182206,3,13.99,Product Price,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,IL,Downers Grove,60516,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
